2.386;3.077;0
2.544;1.972;0
2.807;3.347;0
4.308;1.933;0
4.383;1.081;0
3.244;4.519;0
3.925;3.785;0
2.116;3.498;0
1.842;0.989;0
1.709;1.843;0
3.8;4.578;0
2.699;1.199;0
3.033;4.384;0
4.232;1.588;0
4.75;1.369;0
2.341;4.135;0
2.827;3.667;0
3.043;4.692;0
1.687;1.174;0
2.235;2.386;0
3.122;1.695;0
2.219;2.774;0
3.185;2.092;0
3.514;5.119;0
4.459;2.624;0
4.339;1.473;0
4.92;1.417;0
3.648;3.78;0
2.916;4.916;0
3.127;1.691;0
3.441;4.719;0
3.336;4.613;0
3.649;2.674;0
3.875;4.924;0
2.612;4.114;0
2.34;4.141;0
3.811;1.318;0
3.661;3.788;0
4.34;3.736;0
2.972;0.988;0
2.286;3.068;0
1.813;2.116;0
3.379;4.308;0
1.965;2.807;0
3.559;4.009;0
2.267;4.189;0
2.965;1.002;0
3.12;1.469;0
3.454;4.654;0
1.071;1.567;0
3.573;3.542;0
3.331;4.609;0
3.541;1.739;0
3.303;3.963;0
3.316;2.987;0
1.879;1.171;0
1.122;2.267;0
4.423;1.078;0
1.241;1.155;0
1.706;1.848;0
3.26;5.42;0
4.081;0.897;0
3.077;2.926;0
3.406;4.741;0
3.699;3.8;0
1.619;2.883;0
3.196;1.814;0
3.447;4.733;0
3.009;4.738;0
3.452;4.736;0
2.908;1.263;0
4.578;1.512;0
3.512;5.124;0
3.312;2.991;0
2.159;2.041;0
4.742;1.381;0
3.592;4.027;0
3.152;3.272;0
4.781;1.375;0
2.319;2.405;0
3.617;2.084;0
2.278;0.929;0
3.792;2.695;0
4.113;2.7;0
3.043;4.698;0
3.271;2.16;0
1.433;1.525;0
3.184;2.098;0
3.675;4.293;0
3.681;5.69;0
2.461;3.423;0
4.576;1.411;0
2.223;0.58;0
3.031;1.201;0
3.347;2.505;0
2.465;4.003;0
3.175;2.102;0
3.733;0.974;0
3.085;1.677;0
2.595;3.638;0
4.279;3.283;0
2.933;0.978;0
3.59;4.033;0
2.883;1.237;0
2.429;1.62;0
2.333;2.417;0
0.626;1.652;0
2.969;0.778;0
0.971;1.576;0
1.392;1.846;0
2.54;3.32;0
1.738;1.771;0
2.243;3.031;0
3.656;2.63;0
2.325;4.143;0
4.55;1.416;0
4.325;1.436;0
3.669;4.291;0
1.877;1.186;0
3.044;1.123;0
3.001;2.581;0
3.136;2.091;0
2.633;3.65;0
3.721;4.239;0
2.333;2.367;0
4.038;2.354;0
3.117;1.702;0
1.824;0.999;0
2.85;1.89;0
2.502;3.988;0
1.443;1.509;0
2.008;1.35;0
2.978;4.009;0
1.662;1.425;0
1.587;1.08;0
3.994;3.814;0
4.383;2.279;0
2.901;4.919;0
4.156;1.242;0
4.475;3.526;0
2.58;3.654;0
0.701;1.997;0
3.649;3.887;0
2.623;0.853;0
1.315;1.975;0
3.656;2.67;0
4.426;0.821;0
2.882;3.693;0
1.108;1.535;0
4.84;1.089;0
1.468;2.192;0
2.319;4.103;0
3.585;4.04;0
3.647;3.786;0
2.31;2.732;0
3.962;2.009;0
3.47;5.555;0
1.839;0.995;0
1.706;1.165;0
2.774;1.544;0
3.493;5.092;0
1.695;3.227;0
4.409;1.084;0
2.596;3.212;0
1.897;1.22;0
2.083;1.695;0
3.673;4.278;0
2.731;3.002;0
4.264;3.391;0
3.792;2.707;0
3.39;1.048;0
3.184;5.075;0
3.644;2.677;0
3.504;5.13;0
2.242;3.036;0
3.332;4.628;0
3.498;3.196;0
1.883;1.176;0
3.322;3.001;0
1.047;1.922;0
3.843;3.121;0
1.301;0.599;0
1.106;1.548;0
1.114;1.535;0
1.511;0.734;0
1.317;1.501;0
1.439;1.523;0
1.651;1.157;0
1.701;1.169;0
1.857;0.659;0
1.346;1.954;0
1.354;1.966;0
1.35;1.97;0
1.932;1.004;0
1.837;1.037;0
1.69;1.858;0
1.72;1.833;0
1.543;2.537;0
2.353;1.274;0
1.889;2.462;0
2.327;2.417;0
2.504;1.965;0
2.599;1.996;0
2.561;1.984;0
2.898;1.274;0
2.902;1.263;0
3.085;1.214;0
3.046;1.205;0
3.025;1.201;0
2.04;3.153;0
2.234;2.737;0
2.22;2.732;0
2.224;2.728;0
2.58;2.311;0
2.254;3.045;0
2.656;2.656;0
3.465;1.393;0
2.553;3.314;0
2.538;3.314;0
2.402;3.979;0
2.456;3.99;0
2.537;3.768;0
2.584;3.649;0
3.887;1.663;0
4.412;1.088;0
2.795;3.645;0
2.837;3.679;0
2.832;3.676;0
3.308;2.963;0
3.422;2.851;0
3.692;2.43;0
4.331;1.449;0
4.333;1.455;0
4.502;1.167;0
3.228;3.617;0
3.768;2.775;0
3.768;2.675;0
3.798;2.694;0
4.59;1.414;0
4.571;1.407;0
4.745;1.372;0
4.788;1.647;0
2.974;4.937;0
2.906;4.922;0
3.109;4.729;0
3.04;4.713;0
3.919;3.466;0
4.189;3.045;0
3.652;4.312;0
3.894;3.805;0
3.917;3.773;0
3.925;3.779;0
4.252;3.292;0
4.292;3.29;0
4.283;3.278;0
3.53;4.999;0
4.07;4.157;0
4.61;3.315;0
3.605;5.345;0
