0.00	1.00	0.00
0.50	1.00	0.16
1.00	1.00	0.31
1.50	1.00	0.47
2.00	1.00	0.63
2.50	1.00	0.78
3.00	1.00	0.94
3.50	1.00	1.10
4.00	1.00	1.25
4.50	1.00	1.41
5.00	1.00	1.56
5.50	1.00	1.72
6.00	1.00	1.87
6.50	1.00	2.03
7.00	1.00	2.18
7.50	1.00	2.33
8.00	1.00	2.49
8.50	1.00	2.64
9.00	1.00	2.79
9.50	1.00	2.94
10.00	1.00	3.09
10.50	1.00	3.24
11.00	1.00	3.39
11.50	1.00	3.53
12.00	1.00	3.68
12.50	1.00	3.83
13.00	1.00	3.97
13.50	1.00	4.11
14.00	1.00	4.26
14.50	1.00	4.40
15.00	1.00	4.54
15.50	1.00	4.68
16.00	1.00	4.82
16.50	1.00	4.95
17.00	1.00	5.09
17.50	1.00	5.22
18.00	1.00	5.36
18.50	1.00	5.49
19.00	1.00	5.62
19.50	1.00	5.75
20.00	1.00	5.88
20.50	1.00	6.00
21.00	1.00	6.13
21.50	1.00	6.25
22.00	1.00	6.37
22.50	1.00	6.49
23.00	1.00	6.61
23.50	1.00	6.73
24.00	1.00	6.84
24.50	1.00	6.96
25.00	1.00	7.07
25.50	1.00	7.18
26.00	1.00	7.29
26.50	1.00	7.40
27.00	1.00	7.50
27.50	1.00	7.60
28.00	1.00	7.70
28.50	1.00	7.80
29.00	1.00	7.90
29.50	1.00	8.00
30.00	1.00	8.09
30.50	1.00	8.18
31.00	1.00	8.27
31.50	1.00	8.36
32.00	1.00	8.44
32.50	1.00	8.53
33.00	1.00	8.61
33.50	1.00	8.69
34.00	1.00	8.76
34.50	1.00	8.84
35.00	1.00	8.91
35.50	1.00	8.98
36.00	1.00	9.05
36.50	1.00	9.11
37.00	1.00	9.18
37.50	1.00	9.24
38.00	1.00	9.30
38.50	1.00	9.35
39.00	1.00	9.41
39.50	1.00	9.46
40.00	1.00	9.51
40.50	1.00	9.56
41.00	1.00	9.60
41.50	1.00	9.65
42.00	1.00	9.69
42.50	1.00	9.72
43.00	1.00	9.76
43.50	1.00	9.79
44.00	1.00	9.82
44.50	1.00	9.85
45.00	1.00	9.88
45.50	1.00	9.90
46.00	1.00	9.92
46.50	1.00	9.94
47.00	1.00	9.96
47.50	1.00	9.97
48.00	1.00	9.98
48.50	1.00	9.99
49.00	1.00	10.00
49.50	1.00	10.00
50.00	1.00	10.00
50.50	1.00	10.00
51.00	1.00	10.00
51.50	1.00	9.99
52.00	1.00	9.98
52.50	1.00	9.97
53.00	1.00	9.96
53.50	1.00	9.94
54.00	1.00	9.92
54.50	1.00	9.90
55.00	1.00	9.88
55.50	1.00	9.85
56.00	1.00	9.82
56.50	1.00	9.79
57.00	1.00	9.76
57.50	1.00	9.72
58.00	1.00	9.69
58.50	1.00	9.65
59.00	1.00	9.60
59.50	1.00	9.56
60.00	1.00	9.51
60.50	1.00	9.46
61.00	1.00	9.41
61.50	1.00	9.36
62.00	1.00	9.30
62.50	1.00	9.24
63.00	1.00	9.18
63.50	1.00	9.12
64.00	1.00	9.05
64.50	1.00	8.98
65.00	1.00	8.91
65.50	1.00	8.84
66.00	1.00	8.76
66.50	1.00	8.69
67.00	1.00	8.61
67.50	1.00	8.53
68.00	1.00	8.44
68.50	1.00	8.36
69.00	1.00	8.27
69.50	1.00	8.18
70.00	1.00	8.09
70.50	1.00	8.00
71.00	1.00	7.90
71.50	1.00	7.81
72.00	1.00	7.71
72.50	1.00	7.61
73.00	1.00	7.50
73.50	1.00	7.40
74.00	1.00	7.29
74.50	1.00	7.18
75.00	1.00	7.07
75.50	1.00	6.96
76.00	1.00	6.85
76.50	1.00	6.73
77.00	1.00	6.62
77.50	1.00	6.50
78.00	1.00	6.38
78.50	1.00	6.25
79.00	1.00	6.13
79.50	1.00	6.01
80.00	1.00	5.88
80.50	1.00	5.75
81.00	1.00	5.62
81.50	1.00	5.49
82.00	1.00	5.36
82.50	1.00	5.23
83.00	1.00	5.09
83.50	1.00	4.96
84.00	1.00	4.82
84.50	1.00	4.68
85.00	1.00	4.54
85.50	1.00	4.40
86.00	1.00	4.26
86.50	1.00	4.12
87.00	1.00	3.97
87.50	1.00	3.83
