0.00	1.00	-15.00
0.50	1.00	-14.84
1.00	1.00	-14.69
1.50	1.00	-14.53
2.00	1.00	-14.37
2.50	1.00	-14.22
3.00	1.00	-14.06
3.50	1.00	-13.90
4.00	1.00	-13.75
4.50	1.00	-13.59
5.00	1.00	-13.44
5.50	1.00	-13.28
6.00	1.00	-13.13
6.50	1.00	-12.97
7.00	1.00	-12.82
7.50	1.00	-12.67
8.00	1.00	-12.51
8.50	1.00	-12.36
9.00	1.00	-12.21
9.50	1.00	-12.06
10.00	1.00	-11.91
10.50	1.00	-11.76
11.00	1.00	-11.61
11.50	1.00	-11.47
12.00	1.00	-11.32
12.50	1.00	-11.17
13.00	1.00	-11.03
13.50	1.00	-10.89
14.00	1.00	-10.74
14.50	1.00	-10.60
15.00	1.00	-10.46
15.50	1.00	-10.32
16.00	1.00	-10.18
16.50	1.00	-10.05
17.00	1.00	-9.91
17.50	1.00	-9.78
18.00	1.00	-9.64
18.50	1.00	-9.51
19.00	1.00	-9.38
19.50	1.00	-9.25
20.00	1.00	-9.12
20.50	1.00	-9.00
21.00	1.00	-8.87
21.50	1.00	-8.75
22.00	1.00	-8.63
22.50	1.00	-8.51
23.00	1.00	-8.39
23.50	1.00	-8.27
24.00	1.00	-8.16
24.50	1.00	-8.04
25.00	1.00	-7.93
25.50	1.00	-7.82
26.00	1.00	-7.71
26.50	1.00	-7.60
27.00	1.00	-7.50
27.50	1.00	-7.40
28.00	1.00	-7.30
28.50	1.00	-7.20
29.00	1.00	-7.10
29.50	1.00	-7.00
30.00	1.00	-6.91
30.50	1.00	-6.82
31.00	1.00	-6.73
31.50	1.00	-6.64
32.00	1.00	-6.56
32.50	1.00	-6.47
33.00	1.00	-6.39
33.50	1.00	-6.31
34.00	1.00	-6.24
34.50	1.00	-6.16
35.00	1.00	-6.09
35.50	1.00	-6.02
36.00	1.00	-5.95
36.50	1.00	-5.89
37.00	1.00	-5.82
37.50	1.00	-5.76
38.00	1.00	-5.70
38.50	1.00	-5.65
39.00	1.00	-5.59
39.50	1.00	-5.54
40.00	1.00	-5.49
40.50	1.00	-5.44
41.00	1.00	-5.40
41.50	1.00	-5.35
42.00	1.00	-5.31
42.50	1.00	-5.28
43.00	1.00	-5.24
43.50	1.00	-5.21
44.00	1.00	-5.18
44.50	1.00	-5.15
45.00	1.00	-5.12
45.50	1.00	-5.10
46.00	1.00	-5.08
46.50	1.00	-5.06
47.00	1.00	-5.04
47.50	1.00	-5.03
48.00	1.00	-5.02
48.50	1.00	-5.01
49.00	1.00	-5.00
49.50	1.00	-5.00
50.00	1.00	-5.00
50.50	1.00	-5.00
51.00	1.00	-5.00
51.50	1.00	-5.01
52.00	1.00	-5.02
52.50	1.00	-5.03
53.00	1.00	-5.04
53.50	1.00	-5.06
54.00	1.00	-5.08
54.50	1.00	-5.10
55.00	1.00	-5.12
55.50	1.00	-5.15
56.00	1.00	-5.18
56.50	1.00	-5.21
57.00	1.00	-5.24
57.50	1.00	-5.28
58.00	1.00	-5.31
58.50	1.00	-5.35
59.00	1.00	-5.40
59.50	1.00	-5.44
60.00	1.00	-5.49
60.50	1.00	-5.54
61.00	1.00	-5.59
61.50	1.00	-5.64
62.00	1.00	-5.70
62.50	1.00	-5.76
63.00	1.00	-5.82
63.50	1.00	-5.88
64.00	1.00	-5.95
64.50	1.00	-6.02
65.00	1.00	-6.09
65.50	1.00	-6.16
66.00	1.00	-6.24
66.50	1.00	-6.31
67.00	1.00	-6.39
67.50	1.00	-6.47
68.00	1.00	-6.56
68.50	1.00	-6.64
69.00	1.00	-6.73
69.50	1.00	-6.82
70.00	1.00	-6.91
70.50	1.00	-7.00
71.00	1.00	-7.10
71.50	1.00	-7.19
72.00	1.00	-7.29
72.50	1.00	-7.39
73.00	1.00	-7.50
73.50	1.00	-7.60
74.00	1.00	-7.71
74.50	1.00	-7.82
75.00	1.00	-7.93
75.50	1.00	-8.04
76.00	1.00	-8.15
76.50	1.00	-8.27
77.00	1.00	-8.38
77.50	1.00	-8.50
78.00	1.00	-8.62
78.50	1.00	-8.75
79.00	1.00	-8.87
79.50	1.00	-8.99
80.00	1.00	-9.12
80.50	1.00	-9.25
81.00	1.00	-9.38
81.50	1.00	-9.51
82.00	1.00	-9.64
82.50	1.00	-9.77
83.00	1.00	-9.91
83.50	1.00	-10.04
84.00	1.00	-10.18
84.50	1.00	-10.32
85.00	1.00	-10.46
85.50	1.00	-10.60
86.00	1.00	-10.74
86.50	1.00	-10.88
87.00	1.00	-11.03
87.50	1.00	-11.17
88.00	1.00	-11.32
88.50	1.00	-11.46
89.00	1.00	-11.61
89.50	1.00	-11.76
90.00	1.00	-11.91
90.50	1.00	-12.06
91.00	1.00	-12.21
91.50	1.00	-12.36
92.00	1.00	-12.51
92.50	1.00	-12.66
93.00	1.00	-12.82
93.50	1.00	-12.97
94.00	1.00	-13.12
94.50	1.00	-13.28
95.00	1.00	-13.43
95.50	1.00	-13.59
96.00	1.00	-13.74
96.50	1.00	-13.90
97.00	1.00	-14.06
97.50	1.00	-14.21
98.00	1.00	-14.37
98.50	1.00	-14.53
99.00	1.00	-14.68
99.50	1.00	-14.84
100.00	1.00	-15.00
100.00	1.00	-30.00
99.50	1.00	-29.84
99.00	1.00	-29.69
98.50	1.00	-29.53
98.00	1.00	-29.37
97.50	1.00	-29.22
97.00	1.00	-29.06
96.50	1.00	-28.90
96.00	1.00	-28.75
95.50	1.00	-28.59
95.00	1.00	-28.44
94.50	1.00	-28.28
94.00	1.00	-28.13
93.50	1.00	-27.97
93.00	1.00	-27.82
92.50	1.00	-27.67
92.00	1.00	-27.51
91.50	1.00	-27.36
91.00	1.00	-27.21
90.50	1.00	-27.06
90.00	1.00	-26.91
89.50	1.00	-26.76
89.00	1.00	-26.61
88.50	1.00	-26.47
88.00	1.00	-26.32
87.50	1.00	-26.17
87.00	1.00	-26.03
86.50	1.00	-25.89
86.00	1.00	-25.74
85.50	1.00	-25.60
85.00	1.00	-25.46
84.50	1.00	-25.32
84.00	1.00	-25.18
83.50	1.00	-25.05
83.00	1.00	-24.91
82.50	1.00	-24.78
82.00	1.00	-24.64
81.50	1.00	-24.51
81.00	1.00	-24.38
80.50	1.00	-24.25
80.00	1.00	-24.12
79.50	1.00	-24.00
79.00	1.00	-23.87
78.50	1.00	-23.75
78.00	1.00	-23.63
77.50	1.00	-23.51
77.00	1.00	-23.39
76.50	1.00	-23.27
76.00	1.00	-23.16
