5.7;1;-0.1;0.532122166;1
5.7;1;-0.3;0.629490759;1
5.7;1;-0.5;0.318134663;1
5.7;1;-0.7;0.595347044;1
5.7;1;-0.9;0.489167636;1
5.7;1;-1.1;0.432347648;1
5.7;1;-1.3;0.455707776;1
5.7;1;-1.5;0.422667451;1
5.7;1;-1.7;0.530120979;1
5.7;1;-1.9;0.402865189;1
5.7;1;-2.07;0.482370681;2
5.7;1;-2.1;0.408136085;2
5.7;1;-2.13;0.41111791;2
5.7;1;-2.16;0.445550789;2
5.7;1;-2.19;0.497239771;2
5.7;1;-2.22;0.476293781;2
5.7;1;-2.25;0.448079613;2
5.7;1;-2.28;0.438715971;2
5.7;1;-2.31;0.402770215;2
5.7;1;-2.34;0.491816682;2
5.7;1;-2.37;0.47036373;2
5.7;1;-2.4;0.44906194;2
5.7;1;-2.43;0.430022085;2
5.7;1;-2.46;0.476474686;2
5.7;1;-2.49;0.400029625;2
5.7;1;-2.55;0.414423411;2
5.7;1;-2.58;0.405606761;2
5.7;1;-2.61;0.420030439;2
5.7;1;-2.64;0.469560782;2
5.7;1;-2.67;0.489407378;2
5.7;1;-2.7;0.432514145;2
5.7;1;-2.73;0.416470077;2
5.7;1;-2.76;0.425144761;2
5.7;1;-2.79;0.481578028;2
5.7;1;-2.82;0.411490507;2
5.7;1;-2.85;0.447479873;2
5.7;1;-2.88;0.436406325;2
5.7;1;-2.91;0.483165769;2
5.7;1;-2.94;0.424156821;2
5.7;1;-2.97;0.419656149;2
5.7;1;-3;0.414588087;2
5.7;1;-3.03;0.419043456;2
5.7;1;-3.06;0.484938975;2
5.7;1;-3.09;0.488264852;2
5.7;1;-3.12;0.47004945;2
5.7;1;-3.15;0.467130009;2
5.7;1;-3.18;0.457389296;2
5.7;1;-3.21;0.467387226;2
5.7;1;-3.24;0.484815748;2
5.7;1;-3.27;0.482810716;2
5.7;1;-3.3;0.417241745;2
5.7;1;-3.33;0.460922806;2
5.7;1;-3.36;0.413442245;2
5.7;1;-3.39;0.416562945;2
5.7;1;-3.45;0.404183862;3
5.7;1;-3.48;0.441211787;3
5.7;1;-3.51;0.406458847;3
5.7;1;-3.54;0.459977072;3
5.7;1;-3.57;0.448453351;3
5.7;1;-3.6;0.498109402;3
5.7;1;-3.63;0.414425873;3
5.7;1;-3.66;0.403949126;3
5.7;1;-3.69;0.441422082;3
5.7;1;-3.72;0.478523634;3
5.7;1;-3.75;0.438384411;3
5.7;1;-3.78;0.4110542;3
5.7;1;-3.81;0.498697111;3
5.7;1;-3.84;0.467404753;3
5.7;1;-3.87;0.470199996;3
5.7;1;-3.9;0.46517875;3
5.7;1;-3.93;0.474759704;3
5.7;1;-3.96;0.402242908;3
5.7;1;-3.99;0.475287282;3
5.7;1;-4.02;0.477975894;3
5.7;1;-4.05;0.450003843;3
5.7;1;-4.08;0.409387154;3
5.7;1;-4.11;0.460666639;3
5.7;1;-4.14;0.42562721;3
5.7;1;-4.17;0.46670053;3
5.7;1;-4.2;0.498487987;3
5.7;1;-4.23;0.409577803;3
5.7;1;-4.29;0.443754725;4
5.7;1;-4.32;0.45504959;4
5.7;1;-4.35;0.464793755;4
5.7;1;-4.38;0.490207056;4
5.7;1;-4.41;0.404932103;4
5.7;1;-4.44;0.416346114;4
5.7;1;-4.47;0.486956851;4
5.7;1;-4.5;0.484279854;4
5.7;1;-4.53;0.498175678;4
5.7;1;-4.59;0.468143766;4
5.7;1;-4.62;0.450023865;4
5.7;1;-4.65;0.403439892;4
5.7;1;-4.68;0.407736004;4
5.7;1;-4.71;0.424900982;4
5.7;1;-4.74;0.436017584;4
5.7;1;-4.77;0.465418658;4
5.7;1;-4.8;0.466947883;4
5.7;1;-4.83;0.447946735;4
5.7;1;-4.86;0.460576503;4
5.7;1;-4.89;0.483993068;4
5.7;1;-4.92;0.439260151;4
5.7;1;-4.95;0.43991144;4
5.7;1;-4.98;0.450612223;4
5.7;1;-5.01;0.451090868;4
5.7;1;-5.04;0.483104016;4
5.7;1;-5.07;0.444288302;4
