0.00	1.00	0.0
1.00	1.00	1.3
2.00	1.00	2.5
3.00	1.00	3.8
4.00	1.00	5.0
5.00	1.00	6.3
6.00	1.00	7.5
7.00	1.00	8.7
8.00	1.00	9.9
9.00	1.00	11.2
10.00	1.00	12.4
11.00	1.00	13.5
12.00	1.00	14.7
13.00	1.00	15.9
14.00	1.00	17.0
15.00	1.00	18.2
16.00	1.00	19.3
17.00	1.00	20.4
18.00	1.00	21.4
19.00	1.00	22.5
20.00	1.00	23.5
21.00	1.00	24.5
22.00	1.00	25.5
23.00	1.00	26.4
24.00	1.00	27.4
25.00	1.00	28.3
26.00	1.00	29.2
27.00	1.00	30.0
28.00	1.00	30.8
29.00	1.00	31.6
30.00	1.00	32.4
31.00	1.00	33.1
32.00	1.00	33.8
33.00	1.00	34.4
34.00	1.00	35.0
35.00	1.00	35.6
36.00	1.00	36.2
37.00	1.00	36.7
38.00	1.00	37.2
39.00	1.00	37.6
40.00	1.00	38.0
41.00	1.00	38.4
42.00	1.00	38.7
43.00	1.00	39.0
44.00	1.00	39.3
45.00	1.00	39.5
46.00	1.00	39.7
47.00	1.00	39.8
48.00	1.00	39.9
49.00	1.00	40.0
50.00	1.00	40.0
51.00	1.00	40.0
52.00	1.00	39.9
53.00	1.00	39.8
54.00	1.00	39.7
55.00	1.00	39.5
56.00	1.00	39.3
57.00	1.00	39.0
58.00	1.00	38.7
59.00	1.00	38.4
60.00	1.00	38.0
61.00	1.00	37.6
62.00	1.00	37.2
63.00	1.00	36.7
64.00	1.00	36.2
65.00	1.00	35.6
66.00	1.00	35.1
67.00	1.00	34.4
68.00	1.00	33.8
69.00	1.00	33.1
70.00	1.00	32.4
71.00	1.00	31.6
72.00	1.00	30.8
73.00	1.00	30.0
74.00	1.00	29.2
75.00	1.00	28.3
76.00	1.00	27.4
77.00	1.00	26.5
78.00	1.00	25.5
79.00	1.00	24.5
80.00	1.00	23.5
81.00	1.00	22.5
82.00	1.00	21.4
83.00	1.00	20.4
84.00	1.00	19.3
85.00	1.00	18.2
86.00	1.00	17.0
87.00	1.00	15.9
88.00	1.00	14.7
89.00	1.00	13.6
90.00	1.00	12.4
91.00	1.00	11.2
92.00	1.00	10.0
93.00	1.00	8.7
94.00	1.00	7.5
95.00	1.00	6.3
96.00	1.00	5.0
97.00	1.00	3.8
98.00	1.00	2.5
99.00	1.00	1.3
100.00	1.00	0.0
100.0	1.00	-15.0
99.0	1.00	-13.7
98.0	1.00	-12.5
97.0	1.00	-11.2
96.0	1.00	-10.0
95.0	1.00	-8.7
94.0	1.00	-7.5
93.0	1.00	-6.3
92.0	1.00	-5.0
91.0	1.00	-3.8
90.0	1.00	-2.6
89.0	1.00	-1.4
88.0	1.00	-0.3
87.0	1.00	0.9
86.0	1.00	2.0
85.0	1.00	3.2
84.0	1.00	4.3
83.0	1.00	5.4
82.0	1.00	6.4
81.0	1.00	7.5
80.0	1.00	8.5
79.0	1.00	9.5
78.0	1.00	10.5
77.0	1.00	11.5
76.0	1.00	12.4
75.0	1.00	13.3
74.0	1.00	14.2
73.0	1.00	15.0
72.0	1.00	15.8
71.0	1.00	16.6
70.0	1.00	17.4
69.0	1.00	18.1
68.0	1.00	18.8
67.0	1.00	19.4
66.0	1.00	20.1
65.0	1.00	20.6
64.0	1.00	21.2
63.0	1.00	21.7
62.0	1.00	22.2
61.0	1.00	22.6
60.0	1.00	23.0
59.0	1.00	23.4
58.0	1.00	23.7
57.0	1.00	24.0
56.0	1.00	24.3
55.0	1.00	24.5
54.0	1.00	24.7
53.0	1.00	24.8
52.0	1.00	24.9
51.0	1.00	25.0
50.0	1.00	25.0
49.0	1.00	25.0
48.0	1.00	24.9
47.0	1.00	24.8
46.0	1.00	24.7
45.0	1.00	24.5
44.0	1.00	24.3
43.0	1.00	24.0
42.0	1.00	23.7
41.0	1.00	23.4
40.0	1.00	23.0
39.0	1.00	22.6
38.0	1.00	22.2
37.0	1.00	21.7
36.0	1.00	21.2
35.0	1.00	20.6
34.0	1.00	20.0
33.0	1.00	19.4
32.0	1.00	18.8
31.0	1.00	18.1
30.0	1.00	17.4
29.0	1.00	16.6
28.0	1.00	15.8
27.0	1.00	15.0
26.0	1.00	14.2
25.0	1.00	13.3
24.0	1.00	12.4
23.0	1.00	11.4
22.0	1.00	10.5
21.0	1.00	9.5
20.0	1.00	8.5
19.0	1.00	7.5
18.0	1.00	6.4
17.0	1.00	5.4
16.0	1.00	4.3
15.0	1.00	3.2
14.0	1.00	2.0
13.0	1.00	0.9
12.0	1.00	-0.3
11.0	1.00	-1.5
10.0	1.00	-2.6
9.0	1.00	-3.8
8.0	1.00	-5.1
7.0	1.00	-6.3
6.0	1.00	-7.5
5.0	1.00	-8.7
4.0	1.00	-10.0
3.0	1.00	-11.2
2.0	1.00	-12.5
1.0	1.00	-13.7
0.0	1.00	-15.0
0.00	1.00	0.0
