26.47;14.18;-0.2
26.47;14.18;-0.4
26.47;14.18;-0.6
26.47;14.18;-0.8
26.47;14.18;-1
26.47;14.18;-1.2
26.47;14.18;-1.4
26.47;14.18;-1.6
26.47;14.18;-1.9
26.47;14.18;-2.1
26.47;14.18;-2.3
26.47;14.18;-2.5
26.47;14.18;-2.7
26.47;14.18;-2.9
26.47;14.18;-3.1
26.47;14.18;-3.3
26.47;14.18;-3.5
26.47;14.18;-3.7
26.47;14.18;-4
26.47;14.18;-4.4
26.47;14.18;-4.6
26.47;14.18;-4.8
26.47;14.18;-5
26.47;14.18;-5.2
26.47;14.18;-5.6
26.47;14.18;-5.8
26.47;14.18;-6
26.47;14.18;-6.2
26.47;14.18;-6.4
26.47;14.18;-6.6
26.47;14.18;-6.8
26.47;14.18;-7
26.47;14.18;-7.2
26.47;14.18;-7.7
26.47;14.18;-7.9
26.47;14.18;-8.1
26.47;14.18;-8.3
26.47;14.18;-8.5
26.47;14.18;-8.7
26.47;14.18;-8.9
26.47;14.18;-9.1
26.47;14.18;-9.3
26.47;14.18;-9.5
26.47;14.18;-9.7
26.47;14.18;-9.9
26.47;14.18;-10.2
26.47;14.18;-10.4
26.47;14.18;-10.7
26.47;14.18;-10.9
26.47;14.18;-11.1
26.47;14.18;-11.4
26.47;14.18;-11.6
26.47;14.18;-11.8
26.47;14.18;-12
26.47;14.18;-12.2
26.47;14.18;-12.4
26.47;14.18;-12.6
26.47;14.18;-12.8
26.47;14.18;-13.2
26.47;14.18;-13.4
26.47;14.18;-13.95
26.47;14.18;-14.15
26.47;14.18;-14.35
26.47;14.18;-14.55
26.47;14.18;-14.75
26.47;14.18;-14.95
26.47;14.18;-15.15
26.47;14.18;-15.5
26.47;14.18;-15.7
26.47;14.18;-15.9
26.47;14.18;-16.1
26.47;14.18;-16.3
26.47;14.18;-16.5
26.47;14.18;-16.7
26.47;14.18;-16.9
26.47;14.18;-17.1
26.47;14.18;-17.3
26.47;14.18;-17.7
26.47;14.18;-17.9
26.47;14.18;-18.1
26.47;14.18;-18.3
26.47;14.18;-18.6
26.47;14.18;-18.8
26.47;14.18;-19
26.47;14.18;-19.2
26.47;14.18;-19.4
26.47;14.18;-19.7
26.47;14.18;-20.2
26.47;14.18;-20.6
26.47;14.18;-20.8
26.47;14.18;-21
26.47;14.18;-21.2
26.47;14.18;-21.55
26.47;14.18;-21.75
26.47;14.18;-21.95
26.47;14.18;-22.15
26.47;14.18;-22.35
26.47;14.18;-22.55
26.47;14.18;-22.75
26.47;14.18;-22.95
26.47;14.18;-23.2
26.47;14.18;-23.4
26.47;14.18;-23.8
26.47;14.18;-24
26.47;14.18;-24.2
26.47;14.18;-24.6
26.47;14.18;-24.8
26.47;14.18;-25
26.47;14.18;-25.2
26.47;14.18;-25.4
26.47;14.18;-25.6
26.47;14.18;-25.8
26.47;14.18;-26
26.47;14.18;-26.2
26.47;14.18;-26.4
26.47;14.18;-26.6
26.47;14.18;-26.8
26.47;14.18;-27
26.47;14.18;-27.2
26.47;14.18;-27.4
26.47;14.18;-27.6
26.47;14.18;-27.8
26.47;14.18;-28
26.47;14.18;-28.2
26.47;14.18;-28.4
26.47;14.18;-28.8
26.47;14.18;-29
26.47;14.18;-29.2
26.47;14.18;-29.4
26.47;14.18;-29.6
26.47;14.18;-29.8
26.47;14.18;-30
26.47;14.18;-30.2
26.47;14.18;-30.4
26.47;14.18;-30.6
26.47;14.18;-30.8
26.47;14.18;-31
26.47;14.18;-31.2
26.47;14.18;-31.4
52.58;85.35;-0.2
52.58;85.35;-0.4
52.58;85.35;-0.6
52.58;85.35;-0.8
52.58;85.35;-1
52.58;85.35;-1.2
52.58;85.35;-1.4
52.58;85.35;-1.6
52.58;85.35;-1.8
52.58;85.35;-2
52.58;85.35;-2.2
52.58;85.35;-2.4
52.58;85.35;-2.6
52.58;85.35;-2.8
52.58;85.35;-3.2
52.58;85.35;-3.4
52.58;85.35;-3.8
52.58;85.35;-4
52.58;85.35;-4.2
52.58;85.35;-4.6
52.58;85.35;-4.8
52.58;85.35;-5
52.58;85.35;-5.2
52.58;85.35;-5.4
52.58;85.35;-5.6
52.58;85.35;-5.8
52.58;85.35;-6
52.58;85.35;-6.4
52.58;85.35;-6.6
52.58;85.35;-6.8
52.58;85.35;-7.1
52.58;85.35;-7.3
52.58;85.35;-7.5
52.58;85.35;-7.8
52.58;85.35;-8
52.58;85.35;-8.35
52.58;85.35;-8.55
52.58;85.35;-8.75
52.58;85.35;-8.95
52.58;85.35;-9.2
52.58;85.35;-9.4
52.58;85.35;-9.65
52.58;85.35;-9.85
